Country,Happiness Rank,Happiness Score,Corruption,Human Development Index,Life Expectancy at Birth,Mean Years of Schooling,GDP Per Capita,Inequality in eduation,Gender Inequality Index,"Maternal Mortality Ratio (deaths per 100,000 live births)",Carbon dioxide emissions per capita (production) (tonnes),Year
Thailand,46,6.072,0.029,0.795,78.6622,8.372150421,17218.95408,16.58373,0.405,37,3.97786481,2018
Italy,47,6,0.028,0.893,83.1847,10.56645012,42450.93247,10.60056,0.057,2,5.756819977,2018
Ecuador,48,5.973,0.12,0.762,77.0938,8.782986323,11242.31215,13.89605,0.375,59,2.219539066,2018
Belize,49,5.956,0.089,0.706,73.7031,9.175324059,6699.038968,14.81278,0.415,36,1.578193076,2018
Lithuania,50,5.952,0.006,0.88,75.6767,13.29162661,33963.01256,3.88094,0.128,8,4.889292834,2018
Slovenia,51,5.948,0.051,0.917,81.3581,12.75198507,37411.31252,2.12184,0.074,7,6.975282469,2018
Romania,52,5.945,0.001,0.827,76.1546,11.21188498,27979.14701,5.33215,0.282,19,3.978690989,2018
Latvia,53,5.933,0.066,0.866,75.0012,13.18325043,29894.57755,2.53011,0.155,19,4.07548203,2018
Japan,54,5.915,0.15,0.923,84.2971,13.34510708,43086.85266,4.511,0.087,5,8.98929399,2018
Mauritius,55,5.891,0.05,0.811,74.9194,10.16782419,24767.93351,21.91298205,0.38,61,3.56222651,2018
Jamaica,56,5.89,0.031,0.716,71.793,9.062015112,9365.908524,6.51579,0.366,80,2.739086569,2018
South Korea,57,5.875,0.051,0.919,83.3427,12.41257949,42115.21132,8.836042338,0.078,11,13.12504023,2018
Kazakhstan,60,5.79,0.121,0.814,71.4717,12.21006966,22171.8375,3.16666,0.173,10,17.31912205,2018
Cyprus,61,5.762,0.035,0.892,81.382,12.28287983,38543.68022,10.47803,0.11,6,6.172131527,2018
Bolivia,62,5.752,0.054,0.714,67.748,9.630357265,8443.883853,17.56781,0.419,155,2.101250914,2018
Estonia,63,5.739,0.174,0.891,78.1395,13.65631008,34552.40442,2.28057,0.103,9,13.56431228,2018
Paraguay,64,5.681,0.074,0.727,73.5676,8.585579872,12402.40912,13.30079,0.452,84,1.22327764,2018
Peru,65,5.663,0.034,0.776,76.0089,9.755800247,12142.66015,14.59567,0.403,88,1.708357743,2018
Moldova,67,5.64,0,0.768,70.4916,11.84556961,12952.69015,2.570094084,0.241,19,1.3408132,2018
Turkmenistan,68,5.636,0.037,0.746,68.7963,11.22710846,14804.54893,3.55428,0.183,7,12.0403678,2018
Hungary,69,5.62,0.022,0.849,76.2039,12.06949997,29638.3262,3.11063,0.229,12,5.089673458,2018
Philippines,71,5.524,0.105,0.71,71.689,8.707799911,9414.447797,10.0958,0.422,121,1.318859461,2018
Honduras,72,5.504,0.074,0.617,72.8141,6.287879944,5248.923663,22.44937,0.426,65,1.04823749,2018
Belarus,73,5.483,0.154,0.818,74.5676,12.04824839,18282.24546,3.67781,0.105,2,6.449198143,2018
Turkey,74,5.483,0.109,0.839,77.5631,8.450664997,28148.5516,13.64287582,0.286,17,5.093957393,2018
Pakistan,75,5.472,0.113,0.545,66.482,4.825690031,4657.880392,43.52795,0.542,140,1.122875299,2018
Portugal,77,5.41,0.017,0.86,81.3947,9.144709587,33134.17013,14.96519,0.074,8,5.020615349,2018
Serbia,78,5.398,0.043,0.808,76.5115,11.26613522,16565.63064,7.47189,0.132,12,5.028085529,2018
Greece,79,5.358,0.044,0.886,81.3907,10.83141518,28566.21672,11.06794,0.127,3,6.824350999,2018
Lebanon,80,5.358,0.136,0.75,79.729,8.663865494,15586.30415,6.177,0.434,29,3.870771355,2018
Montenegro,81,5.347,0.081,0.834,77.1595,12.06115893,20925.34711,7.81501,0.124,6,3.822659439,2018
Croatia,82,5.321,0.039,0.856,78.337,12.05498697,27784.40613,4.67412,0.125,8,4.258054737,2018
Dominican Republic,83,5.302,0.106,0.764,73.2323,9.106114462,16958.43305,15.82689,0.451,95,2.418157433,2018
Algeria,84,5.295,0.135,0.745,76.0656,8.004686727,11344.17458,33.68956,0.439,112,3.824120009,2018
Morocco,85,5.254,0.074,0.676,73.9863,5.782,7301.739349,41.87093,0.435,70,1.729022154,2018
China,86,5.246,0.103,0.755,77.7444,7.500069873,15067.74081,11.68,0.206,29,7.207652756,2018
Azerbaijan,87,5.201,0.176,0.757,72.7601,10.54176044,13502.96367,3.56506161,0.307,26,3.703418561,2018
Tajikistan,88,5.199,0.034,0.671,70.3532,11.37723672,3953.31425,6.03825,0.289,17,1.000743338,2018
Jordan,90,5.161,0.134,0.723,75.7743,10.3508997,9967.349228,15.44186,0.449,46,2.534751023,2018
Nigeria,91,5.155,0.032,0.531,52.5536,6.958530903,4928.925873,40.41507,0.67,917,0.65311248,2018
Kyrgyzstan,92,5.131,0.035,0.698,70.728,11.36813177,4978.956446,3.36425,0.381,60,1.855590789,2018
Bosnia and Herzegovina,93,5.129,0,0.776,77.0926,9.812379837,14303.17629,14.78890508,0.162,10,6.641244914,2018
Mongolia,94,5.125,0.032,0.743,71.1992,9.547314262,10960.06887,11.88363,0.329,45,14.99494041,2018
Indonesia,96,5.093,0.018,0.71,70.3375,8.162039757,11030.26908,17.25001669,0.453,177,2.297168351,2018
Bhutan,97,5.082,0.171,0.658,71.1286,4.580629311,10329.65877,48.22657529,0.429,183,1.903397191,2018
Cameroon,99,4.975,0.043,0.577,61.1798,6.095438148,3642.735667,31.71699,0.572,529,0.314558852,2018
Bulgaria,100,4.933,0.009,0.809,74.8983,11.29952653,21585.23735,6.09875,0.21,10,6.188304852,2018
Nepal,101,4.88,0.078,0.601,68.9786,4.965326529,3798.135482,40.881,0.457,186,0.487262933,2018
Venezuela,102,4.806,0.052,0.738,71.9788,10.8356987,10431.452,8.67058997,0.483,125,4.160217714,2018
Gabon,103,4.758,0.052,0.706,66.3064,9.322,13359.91549,23.47992,0.549,252,2.245532081,2018
South Africa,105,4.724,0.056,0.726,65.6743,10.7576704,13491.22179,17.29413,0.405,119,8.032053561,2018
Iran,106,4.707,0.129,0.787,76.195,10.52784353,13536.54586,4.984428444,0.452,16,8.644936122,2018
Ivory Coast,107,4.671,0.103,0.542,58.8494,5.106435161,4839.893305,45.60904,0.632,617,0.408943554,2018
Ghana,108,4.657,0.029,0.62,64.122,8.193073801,5071.995858,35.10167,0.539,308,0.560437492,2018
Senegal,109,4.631,0.082,0.512,68.0966,2.883815558,3224.813134,46.36412,0.532,315,0.714656816,2018
Tunisia,111,4.592,0.063,0.743,75.9501,7.352466164,11027.26702,30.70285,0.253,43,2.53889232,2018
Albania,112,4.586,0.032,0.806,79.1838,11.09698316,13302.70596,12.33344,0.164,15,1.642152952,2018
Sierra Leone,113,4.571,0.053,0.47,59.7959,4.455658093,1528.635626,46.92677,0.638,1120,0.124525663,2018
Bangladesh,115,4.5,0.144,0.635,72.5675,6.385879993,4642.820099,35.55633,0.533,173,0.511845241,2018
Sri Lanka,116,4.471,0.05,0.776,75.748,10.64155006,12509.74227,11.99693,0.378,36,0.989148543,2018
Iraq,117,4.456,0.095,0.692,71.5143,7.88291085,10465.09393,29.74591,0.569,79,5.498462283,2018
Mali,118,4.447,0.056,0.43,59.3934,2.2,2217.611028,43.85965,0.675,562,0.191825566,2018
Namibia,119,4.441,0.064,0.636,62.5859,7.140568261,9704.240117,25.01567,0.442,195,1.665195578,2018
Cambodia,120,4.433,0.065,0.591,70.5609,4.966,3864.496775,27.30485,0.466,160,0.792539375,2018
Burkina Faso,121,4.424,0.128,0.449,60.0466,1.91952002,2050.921164,39.15279412,0.598,320,0.2177408,2018
Egypt,122,4.419,0.107,0.729,71.3669,9.305633501,11079.03334,36.94291,0.456,37,2.313688024,2018
Mozambique,123,4.417,0.158,0.451,60.5261,3.130214992,1265.815831,40.5314308,0.543,289,0.233635037,2018
Kenya,124,4.41,0.055,0.577,62.6765,6.564,4273.498235,22.89552,0.514,342,0.350566274,2018
Zambia,125,4.377,0.082,0.572,62.3422,7.058784771,3418.096158,20.43572,0.537,213,0.421462832,2018
Mauritania,126,4.356,0.093,0.556,65.31,4.804934252,5167.404537,40.78516,0.634,766,0.832941015,2018
Ethiopia,127,4.35,0.146,0.489,65.4117,3.028058847,2093.520321,43.50563,0.525,401,0.147853391,2018
Georgia,128,4.34,0.215,0.804,73.3414,12.84828997,13697.40109,2.784805013,0.298,25,2.524293382,2018
Armenia,129,4.321,0.028,0.771,75.0645,11.23515987,12933.83405,2.93495,0.26,26,1.973679976,2018
Myanmar,130,4.308,0.178,0.59,66.4646,6.235442423,4336.410687,26.85272,0.512,250,0.608471835,2018
Chad,131,4.301,0.06,0.398,52.8253,2.479598405,1553.131495,42.9501,0.69,1140,0.067471139,2018
India,133,4.19,0.093,0.645,70.7095,6.55361925,6449.18609,38.66773,0.505,133,1.922020137,2018
Niger,134,4.166,0.099,0.399,62.4544,2.038633011,1257.082178,34.96483,0.635,509,0.083015407,2018
Uganda,135,4.161,0.061,0.522,62.7139,5.675231566,2064.075583,27.91438,0.533,375,0.128680647,2018
Benin,136,4.141,0.067,0.53,60.1403,4.157598728,3128.748762,43.69355,0.613,397,0.631656265,2018
Sudan,137,4.139,0.082,0.514,65.681,3.77,4109.613994,42.45021,0.557,295,0.506679982,2018
Ukraine,138,4.103,0.011,0.783,74.4122,11.13953963,12455.66945,3.59926,0.249,19,5.244136914,2018
Togo,139,3.999,0.101,0.528,60.244,4.890200241,2066.946841,37.72766,0.586,396,0.29027418,2018
Guinea,140,3.964,0.094,0.462,59.3491,2.129199982,2409.63997,50.12411,0.611,576,0.296915821,2018
Lesotho,141,3.808,0.112,0.522,53.733,5.921506884,2997.479203,19.55712,0.559,544,1.22518887,2018
Angola,142,3.795,0.061,0.595,62.1438,5.417390823,6381.521946,34.17144,0.537,241,0.791170676,2018
Madagascar,143,3.774,0.049,0.507,65.2697,5.073239803,1548.073162,29.34582,0.552,335,0.158657008,2018
Zimbabwe,144,3.692,0.099,0.602,61.4141,8.585394977,3864.012419,16.80576,0.535,458,0.821009943,2018
Afghanistan,145,3.632,0.036,0.483,63.081,2.659188987,2054.939895,45.36517,0.671,638,0.22449203,2018
Botswana,146,3.59,0.092,0.716,65.4224,10.26,16285.69632,23.27683,0.474,144,3.354557183,2018
Malawi,147,3.587,0.08,0.51,63.2758,4.396741029,1463.544391,28.42429,0.574,349,0.08654474,2018
Haiti,148,3.582,0.104,0.541,64.0188,5.478,3174.807694,37.33677,0.636,480,0.302773182,2018
Liberia,149,3.495,0.03,0.483,60.8532,4.944,1406.047065,42.87091,0.645,661,0.225213962,2018
Rwanda,151,3.408,0.444,0.528,66.2505,4.334969997,2014.357454,29.25386,0.389,248,0.09283066,2018
Yemen,152,3.355,0.064,0.459,64.5751,3.2,1341.656234,46.13765,0.806,164,0.350321452,2018
Tanzania,153,3.303,0.097,0.538,66.5346,6.231957903,2555.427577,26.96013,0.562,524,0.209378088,2018
South Sudan,154,3.254,0.106,0.395,55.9495,5.726140022,845.39,39.55255,0.596,1150,0.121848478,2018
Central African Republic,155,3.083,0.038,0.405,54.3693,4.308,1001.711793,34.5496,0.69,829,0.047111587,2018
Burundi,156,2.905,0.076,0.428,61.6884,2.962684561,763.4331718,39.48821,0.508,548,0.060787227,2018
Finland,1,7.769,0.393,0.939,81.8706,12.87362003,48901.80936,2.23918,0.031,3,7.690672497,2019
Denmark,2,7.6,0.41,0.946,81.4337,12.91060019,58650.26154,2.90482,0.016,4,5.353077578,2019
Norway,3,7.554,0.341,0.961,82.9552,13.00362968,66481.78169,2.3324,0.016,2,7.969165196,2019
Iceland,4,7.494,0.118,0.96,82.4042,13.72735977,58055.06597,2.20077,0.051,4,10.47308358,2019
Netherlands,5,7.488,0.298,0.943,82.0455,12.4523201,57039.03195,5.3671,0.028,5,8.983963975,2019
Switzerland,6,7.48,0.343,0.962,83.7802,13.85966015,68432.68312,1.82879,0.018,5,4.276607966,2019
Sweden,7,7.343,0.373,0.947,83.0524,12.60972023,54222.71686,3.68669,0.024,4,4.078851546,2019
New Zealand,8,7.307,0.38,0.937,82.5665,13.04222727,42403.52046,1.840131778,0.1,9,7.839014456,2019
Canada,9,7.278,0.308,0.937,82.3628,13.83442722,48464.81227,2.521,0.069,10,15.56731625,2019
Austria,10,7.246,0.226,0.919,81.9077,12.25669003,55323.03915,2.91745,0.054,5,7.589237956,2019
Australia,11,7.228,0.29,0.941,83.11,12.65668964,47312.192,3.056569899,0.08,6,16.44699216,2019
Costa Rica,12,7.167,0.093,0.819,79.4272,8.763615131,19684.85681,11.57677,0.269,27,1.746962543,2019
Israel,13,7.139,0.082,0.921,82.8123,13.3448664,40633.62378,6.272,0.098,3,7.323728014,2019
Luxembourg,14,7.09,0.316,0.927,82.1434,13.01519217,76018.56437,6.29069,0.062,5,15.8384614,2019
United Kingdom,15,7.054,0.278,0.935,81.725,13.32452361,47251.76897,2.84785,0.106,7,5.464367838,2019
Ireland,16,7.021,0.31,0.942,82.2586,11.58222303,67253.22253,3.28604,0.079,5,7.634477864,2019
Germany,17,6.985,0.265,0.948,81.5584,14.09096691,55564.96736,2.6632,0.079,7,8.518354547,2019
Belgium,18,6.923,0.21,0.936,81.8311,12.37567997,52434.09838,8.18013,0.048,5,8.643986894,2019
United States of America,19,6.892,0.128,0.93,79.138,13.59252501,63614.86366,2.745849765,0.189,19,15.9719737,2019
United Arab Emirates,21,6.825,0.182,0.92,79.7262,12.69402981,68590.90094,12.63435527,0.056,3,15.78070133,2019
Malta,22,6.726,0.151,0.915,83.2065,12.02542019,40611.11949,6.18818,0.162,6,3.790204645,2019
Mexico,23,6.595,0.073,0.779,74.2021,9.077120304,19096.57525,13.48795481,0.317,33,3.413761271,2019
France,24,6.592,0.183,0.905,82.7315,11.61005974,46963.19576,9.48623,0.086,8,4.850791024,2019
Chile,26,6.444,0.056,0.861,80.3263,10.9349663,24077.24668,11.73821662,0.206,13,4.544593041,2019
Guatemala,27,6.436,0.078,0.642,73.1289,5.681300163,8494.49306,34.95493,0.488,95,1.247569032,2019
Saudi Arabia,28,6.375,0.132,0.873,77.3036,10.94711971,47494.88673,18.11940114,0.265,17,18.16280816,2019
Qatar,29,6.374,0.167,0.859,80.9897,9.99601145,87791.91612,11.22725944,0.167,9,40.619378,2019
Spain,30,6.354,0.079,0.908,83.5321,10.37387514,40725.59088,16.86947,0.056,4,5.38116921,2019
Panama,31,6.321,0.054,0.817,77.8103,10.54059029,29342.25437,11.37222672,0.398,52,2.895108113,2019
Brazil,32,6.3,0.086,0.766,75.3379,8.128813955,14367.23924,15.65257,0.395,60,2.301796677,2019
Uruguay,33,6.293,0.15,0.821,77.5085,8.982549667,21916.76822,6.54951,0.253,17,1.901937006,2019
Singapore,34,6.262,0.453,0.943,83.7584,11.85017014,86601.44993,10.00732115,0.051,8,7.874336035,2019
El Salvador,35,6.253,0.074,0.683,72.5586,7.112040043,8338.88639,23.7938081,0.37,46,1.061849186,2019
Italy,36,6.223,0.03,0.897,83.552,10.65328026,43121.80118,10.05442,0.054,2,5.611424924,2019
Bahrain,37,6.199,0.11,0.882,80.0186,10.79733992,42664.29218,12.56789221,0.186,14,20.98445501,2019
Slovakia,38,6.198,0.014,0.862,77.6851,12.91141987,31112.82476,1.55613,0.194,5,6.189008529,2019
Poland,40,6.182,0.05,0.881,77.9272,13.12476754,31838.9708,4.93736,0.111,2,8.433355061,2019
Uzbekistan,41,6.174,0.24,0.726,71.3441,11.89558983,7499.478344,0.550110115,0.268,29,3.462494189,2019
Lithuania,42,6.149,0.042,0.884,76.2119,13.39486345,35705.28941,3.88094,0.122,8,5.045283294,2019
Colombia,43,6.125,0.034,0.768,76.7523,8.643030167,14240.59041,14.64929,0.423,83,1.796191905,2019
Slovenia,44,6.118,0.057,0.921,81.6042,12.80368042,38439.64415,2.12184,0.07,7,6.737966011,2019
Nicaragua,45,6.105,0.127,0.664,74.0543,7.144,5262.435225,25.79903661,0.432,98,0.866717327,2019
Argentina,47,6.086,0.05,0.852,77.2845,11.14726927,21197.74104,5.78729,0.306,39,3.741917524,2019
Romania,48,6.07,0.005,0.832,76.5079,11.27511978,29442.20491,5.33215,0.278,19,3.865118112,2019
Cyprus,49,6.046,0.041,0.897,81.397,12.36152506,39568.03192,10.47803,0.109,6,6.123855412,2019
Ecuador,50,6.028,0.087,0.76,77.2971,8.800052961,11034.20422,13.3739,0.37,59,2.115714004,2019
Kuwait,51,6.021,0.097,0.839,79.685,7.328022618,57254.52971,22.10817735,0.225,12,22.9734474,2019
Thailand,52,6.008,0.028,0.804,78.9751,8.697119713,17773.65504,16.84539,0.335,37,3.901218377,2019
Latvia,53,5.94,0.064,0.871,75.5337,13.25271988,31058.91587,2.53011,0.156,19,4.011133121,2019
South Korea,54,5.895,0.056,0.923,83.6557,12.51293027,43163.03806,8.836042338,0.078,11,12.65047738,2019
Estonia,55,5.893,0.161,0.896,78.6693,13.60237026,35879.58776,2.28057,0.092,9,9.339055315,2019
Jamaica,56,5.89,0.028,0.719,71.767,9.154628661,9503.655135,6.51579,0.363,80,2.728744464,2019
Mauritius,57,5.888,0.06,0.817,75.1179,10.42791048,25589.34366,21.91298205,0.344,61,3.448145499,2019
Japan,58,5.886,0.14,0.924,84.4258,13.36610034,43375.7894,4.511,0.08,5,8.717694119,2019
Honduras,59,5.86,0.078,0.632,72.8811,7.088479996,5316.509508,21.61233,0.447,65,1.106994714,2019
Kazakhstan,60,5.809,0.096,0.819,71.5675,12.34756189,22786.55302,3.16666,0.168,10,15.94855749,2019
Bolivia,61,5.779,0.064,0.717,67.841,9.86411953,8542.603358,16.54294,0.421,155,2.071353502,2019
Hungary,62,5.758,0.02,0.853,76.4543,12.15954494,31464.44259,3.11063,0.227,12,5.067767347,2019
Paraguay,63,5.743,0.08,0.732,73.6207,8.810709953,12241.66584,13.15316,0.448,84,1.2101264,2019
Peru,65,5.697,0.027,0.78,76.1559,9.885518863,12303.68873,14.32733,0.397,88,1.691071484,2019
Portugal,66,5.693,0.025,0.867,81.7007,9.327420235,34078.58487,14.96519,0.071,8,4.657562002,2019
Pakistan,67,5.653,0.098,0.546,66.7558,4.536330223,4603.556579,43.52795,0.534,140,1.081839891,2019
Philippines,69,5.631,0.107,0.718,71.8649,8.969099998,9790.637367,10.0958,0.421,121,1.356081117,2019
Serbia,70,5.603,0.039,0.811,76.704,11.36987019,17314.26844,7.47189,0.128,12,5.624290731,2019
Moldova,71,5.529,0,0.774,70.9351,11.82159042,13704.8965,2.570094084,0.229,19,1.275257138,2019
Montenegro,73,5.523,0.08,0.837,77.0396,12.17648306,21772.62933,7.81501,0.115,6,4.211870628,2019
Tajikistan,74,5.467,0.144,0.676,70.8674,11.3333938,4155.953121,6.03825,0.298,17,0.926304402,2019
Croatia,75,5.432,0.022,0.861,78.7376,12.19108434,28898.00521,4.67412,0.119,8,4.304477346,2019
Dominican Republic,77,5.425,0.101,0.771,73.5767,9.306864107,17572.69314,15.04513,0.443,95,2.562650864,2019
Bosnia and Herzegovina,78,5.386,0.006,0.783,77.2412,10.17434978,14849.1165,14.78890508,0.146,10,7.527082702,2019
Turkey,79,5.373,0.106,0.842,77.8318,8.63313961,27984.86307,13.64287582,0.277,17,4.786608448,2019
Malaysia,80,5.339,0.024,0.81,75.7603,10.64505959,27678.64207,12.06360206,0.225,29,8.721791705,2019
Belarus,81,5.323,0.142,0.817,74.216,12.14358044,18702.53072,2.77203,0.103,2,6.455760335,2019
Greece,82,5.287,0.034,0.889,81.2489,11.11997271,29102.85675,11.06794,0.121,3,6.276429316,2019
Mongolia,83,5.285,0.038,0.746,71.8221,9.485507298,11098.9151,11.88363,0.323,45,27.49975428,2019
North Macedonia,84,5.274,0.034,0.784,77.2928,10.05568314,15981.25068,8.36817,0.134,7,3.827625118,2019
Nigeria,85,5.265,0.041,0.538,52.9104,7.181074153,4971.470226,40.41507,0.683,917,0.647401324,2019
Kyrgyzstan,86,5.261,0.023,0.698,71.2301,11.37410556,4750.777239,3.36425,0.381,60,1.717293889,2019
Turkmenistan,87,5.247,0.028,0.742,69.0016,11.26139,13227.7665,2.94467,0.18,7,12.8437154,2019
Algeria,88,5.211,0.114,0.748,76.4742,8.069284397,11241.86472,33.28262,0.437,112,3.870617401,2019
Morocco,89,5.208,0.076,0.682,74.2705,5.916,7398.11725,41.87093,0.432,70,1.870394606,2019
Azerbaijan,90,5.208,0.182,0.761,73.1023,10.5429697,13838.46183,3.56506161,0.314,26,3.854118915,2019
Lebanon,91,5.197,0.027,0.745,79.2359,8.718636,14377.64877,6.177,0.432,29,3.888406647,2019
Indonesia,92,5.192,0.028,0.716,70.5184,8.359274864,11453.54855,17.25001669,0.457,177,2.440988872,2019
China,93,5.191,0.1,0.762,77.968,7.600118446,15933.50035,11.68,0.203,29,7.31629792,2019
Bhutan,95,5.082,0.167,0.671,71.3909,5.170262283,10791.66865,48.22657529,0.423,183,2.525907754,2019
Cameroon,96,5.044,0.037,0.583,61.5839,6.151311543,3661.937532,31.71699,0.57,529,0.285897796,2019
Bulgaria,97,5.011,0.004,0.81,75.0624,11.35635344,22731.96643,6.09875,0.205,10,6.031683176,2019
Ghana,98,4.996,0.04,0.631,64.7401,8.329886695,5307.445765,35.10167,0.536,308,0.556193047,2019
Ivory Coast,99,4.944,0.09,0.55,59.3185,5.199138977,5074.644595,45.60904,0.621,617,0.407508101,2019
Nepal,100,4.913,0.089,0.611,69.5576,5.121792742,3994.226959,41.0992,0.454,186,0.593053654,2019
Jordan,101,4.906,0.13,0.727,76.044,10.39878988,10072.72061,15.44186,0.457,46,2.548582446,2019
Benin,102,4.883,0.082,0.53,60.4537,4.304786445,3254.245627,43.69355,0.61,397,0.619863266,2019
Gabon,104,4.799,0.055,0.709,66.6028,9.436,13061.89403,23.47992,0.545,252,2.065609582,2019
South Africa,106,4.722,0.055,0.736,66.175,11.37316036,13366.47464,17.29413,0.41,119,8.12733368,2019
Albania,107,4.719,0.027,0.81,79.2825,11.28645502,13485.31124,12.33344,0.156,15,1.688177757,2019
Venezuela,108,4.707,0.047,0.721,72.1614,11.10727736,7045.248,8.67058997,0.492,125,3.477903448,2019
Cambodia,109,4.7,0.062,0.598,70.6923,5.088,4123.001845,27.30485,0.464,160,0.929794738,2019
Senegal,111,4.681,0.072,0.513,68.5258,2.937938258,3267.668238,47.1353,0.532,315,0.691289173,2019
Namibia,113,4.639,0.056,0.639,63.075,7.192013277,9565.710371,25.01567,0.445,195,1.6363804,2019
Niger,114,4.628,0.102,0.406,62.8967,2.116717299,1278.971076,34.96483,0.632,509,0.079504211,2019
Burkina Faso,115,4.587,0.113,0.452,60.0391,2.114962259,2055.318806,39.15279412,0.585,320,0.213366436,2019
Armenia,116,4.559,0.064,0.778,75.4386,11.2827301,13847.90825,2.93495,0.239,26,1.869270735,2019
Iran,117,4.548,0.125,0.783,76.1031,10.63645314,12401.10769,4.984428444,0.447,16,8.84490715,2019
Guinea,118,4.534,0.086,0.467,59.7199,2.202125952,2437.027146,50.12411,0.607,576,0.291036599,2019
Georgia,119,4.519,0.164,0.81,73.4696,12.82221985,14314.32324,2.784805013,0.295,25,2.622195701,2019
Gambia,120,4.516,0.167,0.503,63.7549,4.485152279,2187.374229,47.65805,0.605,597,0.232976361,2019
Kenya,121,4.509,0.053,0.581,62.9432,6.652,4381.487855,22.89552,0.511,342,0.348973056,2019
Mauritania,122,4.49,0.088,0.563,65.6869,4.918804891,5277.286821,40.78516,0.632,766,0.817222368,2019
Mozambique,123,4.466,0.138,0.456,61.1662,3.197641838,1257.939477,40.5314308,0.54,289,0.239991812,2019
Tunisia,124,4.461,0.055,0.745,75.9933,7.431598614,10910.37099,30.70285,0.27,43,2.566158281,2019
Bangladesh,125,4.456,0.143,0.644,72.8057,6.549980164,4964.471473,37.31177,0.531,173,0.577842492,2019
Iraq,126,4.437,0.089,0.696,71.5764,7.905593489,10869.49515,29.74591,0.567,79,5.67266932,2019
Mali,128,4.39,0.052,0.433,59.6637,2.31,2241.781851,43.85965,0.667,562,0.187617977,2019
Sierra Leone,129,4.374,0.045,0.48,60.2549,4.576081285,1684.496721,47.50289,0.635,1120,0.122950668,2019
Sri Lanka,130,4.366,0.047,0.778,76.0084,10.63134003,12699.55204,11.99693,0.385,36,1.070398884,2019
Myanmar,131,4.36,0.172,0.598,66.6104,6.37680006,4582.102317,26.85272,0.509,250,0.666981587,2019
Chad,132,4.35,0.078,0.403,53.2594,2.57377421,1555.372994,42.9329,0.69,1140,0.063046831,2019
Ukraine,133,4.332,0.01,0.786,74.5364,11.13142043,12964.43614,3.59926,0.205,19,5.059351991,2019
Ethiopia,134,4.286,0.1,0.498,65.8377,3.201520681,2204.805408,42.77036,0.526,401,0.146066966,2019
Uganda,136,4.189,0.06,0.525,62.9913,5.730941566,2124.933537,27.91438,0.53,375,0.129226394,2019
Egypt,137,4.166,0.067,0.735,71.3575,9.573026174,11335.87708,36.94291,0.468,37,2.250084031,2019
Zambia,138,4.107,0.087,0.575,62.7926,7.187091494,3365.410652,20.43572,0.534,213,0.394557313,2019
Togo,139,4.085,0.085,0.535,60.9011,5.016807367,2128.4148,37.72766,0.588,396,0.285213513,2019
India,140,4.015,0.085,0.645,70.9098,6.655109195,6650.054097,36.87573,0.486,133,1.921790091,2019
Liberia,141,3.975,0.033,0.484,61.1044,5.082,1338.470653,42.87091,0.642,661,0.221453753,2019
Madagascar,143,3.933,0.041,0.51,65.8821,5.120468534,1559.741867,29.34582,0.558,335,0.150163295,2019
Lesotho,144,3.802,0.093,0.524,54.1726,6.010184707,2959.46875,19.55712,0.557,544,1.092144614,2019
Burundi,145,3.775,0.18,0.431,62.3514,3.129266883,753.9089436,39.48821,0.507,548,0.06105764,2019
Zimbabwe,146,3.663,0.089,0.601,61.2925,8.710908501,3674.564482,14.60503,0.533,458,0.747610114,2019
Haiti,147,3.597,0.11,0.543,64.2546,5.554,3083.646932,37.33677,0.635,480,0.292016116,2019
Botswana,148,3.488,0.1,0.717,65.4636,10.34,16308.08799,23.27683,0.47,144,3.005950869,2019
Malawi,150,3.41,0.089,0.519,64.1188,4.489695385,1503.057342,28.42429,0.555,349,0.085271436,2019
Yemen,151,3.38,0.077,0.461,65.0917,3.2,1349.567046,46.13765,0.785,164,0.343612468,2019
Rwanda,152,3.334,0.411,0.534,66.437,4.425292358,2153.695631,29.25386,0.388,248,0.094036961,2019
Tanzania,153,3.231,0.147,0.548,66.9885,6.37289871,2693.535151,26.96013,0.561,524,0.20761148,2019
Afghanistan,154,3.203,0.025,0.488,63.5645,2.756953288,2097.88945,45.36517,0.665,638,0.319299157,2019
Central African Republic,155,3.083,0.035,0.411,55.0253,4.334,1017.123239,35.19785,0.69,829,0.044348113,2019
South Sudan,156,2.853,0.091,0.393,55.912,5.726140022,827.107,39.55255,0.595,1150,0.126142266,2019
Finland,1,7.808700085,0.195444584,0.938,81.8657,12.87362003,47946.32854,2.41555,0.032,3,7.090703013,2020
Denmark,2,7.645599842,0.168489456,0.947,81.5449,12.96049023,58143.77306,2.50376,0.013,4,4.522442415,2020
Switzerland,3,7.559899807,0.303728431,0.956,83.067,13.85966015,65011.21711,2.01457,0.018,5,3.731913422,2020
Iceland,4,7.504499912,0.711709738,0.957,82.5755,13.76716995,54141.4547,2.20077,0.051,4,8.603839493,2020
Norway,5,7.487999916,0.263218194,0.959,83.1951,13.00362968,62572.93547,2.3324,0.014,2,7.615046075,2020
Netherlands,6,7.448900223,0.364717126,0.939,81.6381,12.58162975,53503.64286,4.86674,0.027,5,8.059593325,2020
Sweden,7,7.353499889,0.250880182,0.942,82.4274,12.60972023,52359.21296,3.8679,0.024,4,3.825506114,2020
New Zealand,8,7.299600124,0.22113885,0.936,82.7419,12.94468975,41946.38822,1.840131778,0.09,9,6.941846236,2020
