Country,Happiness Rank,Happiness Score,Corruption,Human Development Groups,HDI Rank (2021),Human Development Index,Life Expectancy at Birth,Expected Years of Schooling,Mean Years of Schooling,Gross National Income Per Capita,Gender Development Index,Coefficient of human inequality,Inequality in life expectancy,Inequality in eduation,Inequality in income,Gender Inequality Index,"Maternal Mortality Ratio (deaths per 100,000 live births)",Material footprint per capita (tonnes),Carbon dioxide emissions per capita (production) (tonnes),Year
Botswana,142,3.76600003242493,0.0985831990838051,Medium,117.0,0.722,66.7526,12.29380874,10.18,16144.88027,0.985,,22.62666321,23.27683,,0.468,144.0,16.89,3.201244399,2017
Benin,143,3.65700006484985,0.0609290152788162,Low,166.0,0.53,59.8558,12.15258217,4.010411011,3010.902854,0.871,36.9361084,35.14041519,43.69355,31.97436,0.615,397.0,3.68,0.620812267,2017
Madagascar,144,3.64400005340576,0.0672319754958153,Low,173.0,0.507,65.0938,10.29355001,5.027301993,1541.173158,0.951,27.08604281,25.80536842,35.01448,20.43828,0.554,335.0,1.97,0.16120522,2017
Haiti,145,3.6029999256134,0.0998721495270729,Low,163.0,0.539,63.8538,9.5,5.402,3165.56974,0.902,38.63185367,28.120121,37.33677,50.43867,0.637,480.0,2.59,0.282634908,2017
Yemen,146,3.59299993515015,0.0567674227058887,Low,183.0,0.459,65.9573,9.09871006,3.0,1302.425254,0.485,31.41591523,26.30686569,46.13765,21.80323,0.808,164.0,3.06,0.357501876,2017
South Sudan,147,3.59100008010864,0.116793513298035,Low,191.0,0.395,55.3094,5.54251,5.726140022,888.762,0.851,36.35684409,37.26502228,39.55255,32.25296,0.597,1150.0,5.17,0.133317899,2017
Liberia,148,3.53299999237061,0.0389482490718365,Low,178.0,0.481,60.5535,10.19917812,4.806,1424.468657,0.857,32.6540976,32.3693428,42.87091,22.72204,0.655,661.0,3.54,0.261918504,2017
Guinea,149,3.50699996948242,0.110937617719173,Low,182.0,0.458,59.1093,9.478772845,2.064812481,2405.948119,0.845,34.23639775,37.38757324,48.26536,17.05626,0.614,576.0,4.64,0.268406455,2017
Togo,150,3.49499988555908,0.0956650152802467,Low,162.0,0.524,60.1544,12.71761036,4.763593115,2013.813455,0.84,31.5697825,30.12842751,37.72766,26.85326,0.588,396.0,4.16,0.287082869,2017
Rwanda,151,3.47099995613098,0.455220013856888,Low,165.0,0.526,65.9409,11.49604034,4.265272498,1913.034071,0.921,29.01636305,21.40140915,29.25386,36.39382,0.393,248.0,2.23,0.08768078,2017
Tanzania,153,3.34899997711182,0.0660351067781448,Low,160.0,0.528,65.9987,8.097599983,6.094134093,2472.985897,0.939,24.50580205,24.15727615,26.96013,22.4,0.563,524.0,1.63,0.208683301,2017
Burundi,154,2.90499997138977,0.0841479450464249,Low,187.0,0.428,61.5526,10.93010998,2.804970026,772.4022889,0.93,29.58906823,28.34966469,39.48821,20.92933,0.51,548.0,2.13,0.048988554,2017
Central African Republic,155,2.69300007820129,0.0565650761127472,Low,188.0,0.398,53.7207,7.679581304,4.282,959.3100891,0.805,40.85002256,38.80587769,34.5496,49.19459,0.691,829.0,2.22,0.047036318,2017
